date,location,daily_vaccinations_raw,daily_vaccinations,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_per_million,share_doses_used
2021-02-08,Kansas,6810,10886,303094,492250,232575,2.35,10.4,68565,7.98,16.9,3737,0.616
2021-02-09,Kansas,2480,10625,305574,492250,233494,2.41,10.49,70115,8.02,16.9,3647,0.621
2021-02-10,Kansas,14088,11215,319662,553750,241127,2.63,10.97,76561,8.28,19.01,3850,0.577
2021-02-11,Kansas,13261,11643,332923,564000,248979,2.81,11.43,81948,8.55,19.36,3996,0.59
2021-02-12,Kansas,17818,12445,350741,581975,261332,2.97,12.04,86597,8.97,19.98,4272,0.603
2021-02-13,Kansas,17150,12520,367891,581975,273430,3.14,12.63,91577,9.39,19.98,4298,0.632
2021-02-14,Kansas,22092,13386,389983,581975,287680,3.41,13.39,99392,9.88,19.98,4595,0.67
2021-02-15,Kansas,3632,12932,NA,NA,NA,NA,NA,NA,NA,NA,4439,NA
2021-02-16,Kansas,3632,13096,397247,581975,291726,3.52,13.64,102601,10.01,19.98,4495,0.683
2021-02-17,Kansas,7919,12215,405166,581975,295950,3.65,13.91,106249,10.16,19.98,4193,0.696
2021-02-18,Kansas,12659,12129,417825,581975,302165,3.87,14.34,112651,10.37,19.98,4163,0.718
2021-02-19,Kansas,48893,16568,466718,624975,334112,4.42,16.02,128614,11.47,21.45,5687,0.747
2021-02-20,Kansas,22020,17264,488738,645800,345965,4.76,16.78,138765,11.88,22.17,5926,0.757
2021-02-21,Kansas,20594,17050,509332,645800,356901,5.09,17.48,148378,12.25,22.17,5852,0.789
2021-02-22,Kansas,5396,17302,514728,645800,359269,5.2,17.67,151375,12.33,22.17,5939,0.797
2021-02-23,Kansas,2651,17162,517379,699895,360817,5.23,17.76,152471,12.38,24.02,5891,0.739
2021-02-24,Kansas,13525,17963,530904,754495,367813,5.46,18.22,158944,12.62,25.9,6166,0.704
2021-02-25,Kansas,11529,17801,542433,839575,373244,5.66,18.62,164940,12.81,28.82,6110,0.646
2021-02-26,Kansas,18343,13437,560776,861645,383658,5.93,19.25,172744,13.17,29.58,4612,0.651
2021-02-27,Kansas,22722,13537,583498,867585,394351,6.34,20.03,184698,13.54,29.78,4647,0.673
2021-02-28,Kansas,26267,14348,609765,867585,408501,6.76,20.93,196781,14.02,29.78,4925,0.703
2021-03-01,Kansas,11174,15173,620939,867585,417111,6.84,21.31,199266,14.32,29.78,5208,0.716
2021-03-02,Kansas,8609,16024,629548,868885,421149,6.99,21.61,203731,14.46,29.83,5500,0.725
2021-03-03,Kansas,15373,16288,644921,1004065,429853,7.22,22.14,210351,14.76,34.47,5591,0.642
2021-03-04,Kansas,16222,16959,661143,1044425,439753,7.44,22.69,216611,15.1,35.85,5821,0.633
2021-03-05,Kansas,21903,17467,683046,1085815,453247,7.72,23.45,224917,15.56,37.27,5996,0.629
2021-03-06,Kansas,24851,17771,707897,1091625,469117,8.03,24.3,233833,16.1,37.47,6100,0.648
2021-03-07,Kansas,26438,17796,734335,1091625,485304,8.38,25.21,244055,16.66,37.47,6109,0.673
2021-01-12,Kentucky,NA,NA,132114,329450,102517,0.14,2.96,6335,2.3,7.37,NA,0.401
2021-01-13,Kentucky,10322,10322,142436,329450,111449,0.17,3.19,7725,2.5,7.37,2310,0.432
2021-01-14,Kentucky,13177,11750,155613,332375,145320,NA,3.48,NA,3.25,7.44,2630,0.468
2021-01-15,Kentucky,19135,14211,174748,337450,162733,0.24,3.91,10672,3.64,7.55,3181,0.518
2021-01-16,Kentucky,10322.75,13239,NA,NA,NA,NA,NA,NA,NA,NA,2963,NA
2021-01-17,Kentucky,10322.75,12656,NA,NA,NA,NA,NA,NA,NA,NA,2833,NA
2021-01-18,Kentucky,10322.75,12267,NA,NA,NA,NA,NA,NA,NA,NA,2746,NA
2021-01-19,Kentucky,10322.75,11989,216039,337450,201688,0.29,4.84,12911,4.51,7.55,2683,0.64
2021-01-20,Kentucky,7907,11644,223946,444325,208664,0.31,5.01,13829,4.67,9.94,2606,0.504
2021-01-21,Kentucky,11197,11361,235143,450175,217837,0.35,5.26,15699,4.88,10.08,2543,0.522
2021-01-22,Kentucky,19001,11342,254144,466700,229873,0.5,5.69,22568,5.14,10.45,2539,0.545
2021-01-23,Kentucky,16816,12270,270960,471000,243620,0.57,6.06,25566,5.45,10.54,2746,0.575
2021-01-24,Kentucky,28533,14871,299493,471000,268308,0.66,6.7,29346,6.01,10.54,3329,0.636
2021-01-25,Kentucky,7969,14535,307462,471000,275610,0.67,6.88,30010,6.17,10.54,3253,0.653
2021-01-26,Kentucky,4730,13736,312192,557975,279715,0.69,6.99,30633,6.26,12.49,3075,0.56
2021-01-27,Kentucky,11076,14189,323268,585500,285291,0.81,7.24,36054,6.39,13.1,3176,0.552
2021-01-28,Kentucky,18932,15294,342200,611050,297108,0.97,7.66,43142,6.65,13.68,3423,0.56
2021-01-29,Kentucky,24443,16071,366643,650050,312373,1.17,8.21,52251,6.99,14.55,3597,0.564
2021-01-30,Kentucky,19358,16434,386001,650150,324581,1.33,8.64,59367,7.26,14.55,3678,0.594
2021-01-31,Kentucky,18704,15030,404705,650150,337738,1.45,9.06,64890,7.56,14.55,3364,0.622
2021-02-01,Kentucky,10840,15440,415545,650150,347384,1.48,9.3,66077,7.78,14.55,3456,0.639
2021-02-02,Kentucky,4017,15339,419562,684700,350622,1.5,9.39,66852,7.85,15.33,3433,0.613
2021-02-03,Kentucky,15838,16019,435400,719200,360015,1.64,9.75,73264,8.06,16.1,3586,0.605
2021-02-04,Kentucky,20383,16226,455783,746500,372114,1.82,10.2,81502,8.33,16.71,3632,0.611
2021-02-05,Kentucky,27994,16733,483777,747000,387902,2.1,10.83,93651,8.68,16.72,3745,0.648
2021-02-06,Kentucky,33391,18738,517168,747000,406790,2.42,11.58,108050,9.1,16.72,4194,0.692
2021-02-07,Kentucky,31174,20520,548342,747000,422976,2.75,12.27,122785,9.47,16.72,4593,0.734
2021-02-08,Kentucky,16340,21305,564682,747000,434294,2.86,12.64,127793,9.72,16.72,4769,0.756
2021-02-09,Kentucky,3976,21299,568658,828800,436193,2.91,12.73,129862,9.76,18.55,4767,0.686
2021-02-10,Kentucky,16289,21364,584947,840400,442691,3.12,13.09,139605,9.91,18.81,4782,0.696
2021-02-11,Kentucky,23251,21774,608198,882200,454145,3.39,13.61,151297,10.17,19.75,4874,0.689
2021-02-12,Kentucky,28320,21820,636518,882400,468357,3.7,14.25,165324,10.48,19.75,4884,0.721
2021-02-13,Kentucky,13292,18949,649810,892100,474397,3.86,14.54,172518,10.62,19.97,4241,0.728
2021-02-14,Kentucky,28958,18632,678768,892100,488161,4.2,15.19,187643,10.93,19.97,4170,0.761
2021-02-15,Kentucky,16410,18642,NA,NA,NA,NA,NA,NA,NA,NA,4173,NA
2021-02-16,Kentucky,16410,20419,711588,903775,510373,4.44,15.93,198180,11.42,20.23,4570,0.787
2021-02-17,Kentucky,8269,19273,719857,911575,514681,4.52,16.11,202064,11.52,20.4,4314,0.79
2021-02-18,Kentucky,6311,16853,726168,950600,517316,4.6,16.25,205575,11.58,21.28,3772,0.764
2021-02-19,Kentucky,52941,20370,779109,998250,547573,5.11,17.44,228157,12.26,22.34,4559,0.78
2021-02-20,Kentucky,17843,21020,796952,998250,556588,5.3,17.84,236951,12.46,22.34,4705,0.798
2021-02-21,Kentucky,27055,20748,824007,1006050,566677,5.68,18.44,253857,12.68,22.52,4644,0.819
2021-02-22,Kentucky,15501,20619,839508,1006050,573961,5.87,18.79,262062,12.85,22.52,4615,0.834
2021-02-23,Kentucky,11932,19979,851440,1181375,579549,6.01,19.06,268387,12.97,26.44,4472,0.721
2021-02-24,Kentucky,23400,22140,874840,1204585,592151,6.25,19.58,279104,13.25,26.96,4956,0.726
2021-02-25,Kentucky,32996,25953,907836,1230465,609932,6.59,20.32,294202,13.65,27.54,5809,0.738
2021-02-26,Kentucky,37332,23723,945168,1305725,632114,6.92,21.16,309250,14.15,29.23,5310,0.724
2021-02-27,Kentucky,35559,26254,980727,1317325,654884,7.21,21.95,321940,14.66,29.49,5876,0.744
2021-02-28,Kentucky,39318,28005,1020045,1317325,674617,7.64,22.83,341409,15.1,29.49,6268,0.774
2021-03-01,Kentucky,26790,29618,1046835,1317325,691600,7.86,23.43,351189,15.48,29.49,6629,0.795
2021-03-02,Kentucky,14401,29971,1061236,1418685,702822,7.93,23.75,354275,15.73,31.75,6708,0.748
2021-03-03,Kentucky,20992,29627,1082228,1435555,715889,8.1,24.22,362062,16.02,32.13,6631,0.754
2021-03-04,Kentucky,35141,29933,1117369,1449775,737786,8.4,25.01,375152,16.51,32.45,6700,0.771
2021-03-05,Kentucky,45325,31075,1162694,1538415,768092,8.73,26.02,390088,17.19,34.43,6956,0.756
2021-03-06,Kentucky,46852,32688,1209546,1555915,799179,9.08,27.07,405706,17.89,34.83,7317,0.777
2021-03-07,Kentucky,44614,33445,1254160,1555915,826323,9.47,28.07,423066,18.5,34.83,7486,0.806
2021-01-12,Long Term Care,NA,NA,951774,4385175,948869,NA,NA,2429,NA,NA,NA,0.217
2021-01-13,Long Term Care,132403,132403,1084177,4556575,1066689,NA,NA,16900,NA,NA,NA,0.238
2021-01-14,Long Term Care,141316,136860,1225493,4715600,1195320,NA,NA,NA,NA,NA,NA,0.26
2021-01-15,Long Term Care,159470,144396,1384963,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-16,Long Term Care,90119.5,130827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-17,Long Term Care,90119.5,122686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-18,Long Term Care,90119.5,117258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-19,Long Term Care,90119.5,113381,1745441,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-20,Long Term Care,162815,117726,1908256,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-21,Long Term Care,180925,123384,2089181,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-22,Long Term Care,200103,129189,2289284,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-23,Long Term Care,148386,137512,2437670,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-24,Long Term Care,129348,143117,2567018,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-25,Long Term Care,147469,151309,2714487,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-26,Long Term Care,11343,140056,2725830,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-27,Long Term Care,179010,142369,2904840,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-28,Long Term Care,197294,144708,3102134,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-29,Long Term Care,212132,146426,3314266,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-30,Long Term Care,191165,152537,3505431,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-31,Long Term Care,178287,159529,3683718,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,Long Term Care,65061,147756,3748779,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-02,Long Term Care,102681,160804,3851460,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-03,Long Term Care,170947,159652,4022407,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-04,Long Term Care,187620,158270,4210027,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-05,Long Term Care,209606,157910,4419633,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-06,Long Term Care,209329,160504,4628962,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-07,Long Term Care,210182,165061,4839144,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-08,Long Term Care,107339,171101,4946483,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-09,Long Term Care,68741,166252,5015224,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-10,Long Term Care,161275,164870,5176499,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-11,Long Term Care,172276,162678,5348775,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-12,Long Term Care,159010,155450,5507785,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-13,Long Term Care,159306,148304,5667091,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-14,Long Term Care,155780,140532,5822871,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-15,Long Term Care,72835.5,135603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-16,Long Term Care,72835.5,136188,5968542,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-17,Long Term Care,101799,127692,6070341,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-18,Long Term Care,111655,119032,6181996,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-19,Long Term Care,107192,111629,6289188,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-20,Long Term Care,109822,104560,6399010,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-21,Long Term Care,120838,99568,6519848,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-22,Long Term Care,59388,97647,6579236,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-23,Long Term Care,48584,94183,6627820,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-24,Long Term Care,96490,93424,6724310,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-25,Long Term Care,93150,90781,6817460,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-26,Long Term Care,115611,91983,6933071,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-27,Long Term Care,110469,92076,7043540,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-28,Long Term Care,68997,84670,7112537,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-01,Long Term Care,41994,82185,7154531,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-02,Long Term Care,24085,78685,7178616,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-03,Long Term Care,40039,70621,7218655,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-04,Long Term Care,43449,63521,7262104,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-05,Long Term Care,44321,53336,7306425,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-06,Long Term Care,43070,43708,7349495,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-07,Long Term Care,39607,39509,7389102,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-12,Louisiana,NA,NA,142771,368300,117022,0.39,3.07,18314,2.52,7.92,NA,0.388
2021-01-13,Louisiana,13415,13415,156186,369475,127078,0.46,3.36,21634,2.73,7.95,2886,0.423
2021-01-14,Louisiana,19625,16520,175811,370175,149064,NA,3.78,NA,3.21,7.96,3554,0.475
2021-01-15,Louisiana,22156,18399,197967,370175,167193,0.65,4.26,30416,3.6,7.96,3958,0.535
2021-01-16,Louisiana,14406,17400,NA,NA,NA,NA,NA,NA,NA,NA,3743,NA
2021-01-17,Louisiana,14406,16802,NA,NA,NA,NA,NA,NA,NA,NA,3614,NA
2021-01-18,Louisiana,14406,16402,NA,NA,NA,NA,NA,NA,NA,NA,3528,NA
2021-01-19,Louisiana,14406,16117,255591,370175,221109,0.73,5.5,33967,4.76,7.96,3467,0.69
2021-01-20,Louisiana,8809,15459,264400,485625,228831,0.75,5.69,35049,4.92,10.45,3325,0.544
2021-01-21,Louisiana,14998,14798,279398,492800,240762,0.82,6.01,38095,5.18,10.6,3183,0.567
2021-01-22,Louisiana,18257,14241,297655,506200,256670,0.87,6.4,40385,5.52,10.89,3063,0.588
2021-01-23,Louisiana,17368,14664,315023,543700,272630,0.9,6.78,41788,5.86,11.7,3154,0.579
2021-01-24,Louisiana,19063,15330,334086,543700,290955,0.92,7.19,42520,6.26,11.7,3298,0.614
2021-01-25,Louisiana,7361,14323,341447,543700,297684,0.93,7.34,43151,6.4,11.7,3081,0.628
2021-01-26,Louisiana,4228,12869,345675,602025,301874,0.93,7.44,43189,6.49,12.95,2768,0.574
2021-01-27,Louisiana,13071,13478,358746,620325,311135,1.01,7.72,46954,6.69,13.34,2899,0.578
2021-01-28,Louisiana,17149,13785,375895,620425,323609,1.11,8.09,51583,6.96,13.35,2965,0.606
2021-01-29,Louisiana,22417,14380,398312,620425,339450,1.25,8.57,58132,7.3,13.35,3093,0.642
2021-01-30,Louisiana,22596,15126,420908,648925,355024,1.4,9.05,65136,7.64,13.96,3254,0.649
2021-01-31,Louisiana,22807,15661,443715,648925,369486,1.58,9.54,73436,7.95,13.96,3369,0.684
2021-02-01,Louisiana,19464,17390,463179,648925,376491,1.85,9.96,85872,8.1,13.96,3741,0.714
2021-02-02,Louisiana,12835,18620,476014,736850,378574,2.08,10.24,96606,8.14,15.85,4005,0.646
2021-02-03,Louisiana,12946,18602,488960,746550,384041,2.24,10.52,104070,8.26,16.06,4001,0.655
2021-02-04,Louisiana,21022,19155,509982,746550,393389,2.49,10.97,115629,8.46,16.06,4120,0.683
2021-02-05,Louisiana,26422,19727,536404,746550,404021,2.83,11.54,131355,8.69,16.06,4243,0.719
2021-02-06,Louisiana,34327,21403,570731,769750,419327,3.23,12.28,150219,9.02,16.56,4604,0.741
2021-02-07,Louisiana,29210,22318,599941,769750,431119,3.6,12.9,167576,9.27,16.56,4801,0.779
2021-02-08,Louisiana,14100,21552,614041,769750,436190,3.8,13.21,176580,9.38,16.56,4636,0.798
2021-02-09,Louisiana,5688,20531,619729,880150,438336,3.87,13.33,180112,9.43,18.93,4416,0.704
2021-02-10,Louisiana,19290,21437,639019,882350,448139,4.08,13.75,189574,9.64,18.98,4611,0.724
2021-02-11,Louisiana,0,18434,639019,894850,448139,4.08,13.75,189574,9.64,19.25,3965,0.714
2021-02-12,Louisiana,62091,23529,701110,894850,482025,4.68,15.08,217681,10.37,19.25,5061,0.783
2021-02-13,Louisiana,34512,23556,735622,895150,501286,5.01,15.82,232766,10.78,19.26,5067,0.822
2021-02-14,Louisiana,33533,24173,769155,895150,518682,5.35,16.55,248848,11.16,19.26,5200,0.859
2021-02-15,Louisiana,7910.5,23289,NA,NA,NA,NA,NA,NA,NA,NA,5010,NA
2021-02-16,Louisiana,7910.5,23607,784976,895350,528052,5.49,16.89,255269,11.36,19.26,5078,0.877
2021-02-17,Louisiana,6598,21794,791574,900725,531448,5.56,17.03,258404,11.43,19.38,4688,0.879
2021-02-18,Louisiana,3937,22356,795511,928425,533933,5.59,17.11,259851,11.48,19.97,4809,0.857
2021-02-19,Louisiana,64054,22636,859565,987625,572666,6.13,18.49,285057,12.32,21.24,4869,0.87
2021-02-20,Louisiana,18118,20294,877683,1012000,582482,6.31,18.88,293295,12.53,21.77,4365,0.867
2021-02-21,Louisiana,16836,17909,894519,1042225,590652,6.49,19.24,301923,12.7,22.42,3852,0.858
2021-02-22,Louisiana,8707,18023,903226,1043200,594561,6.6,19.43,306685,12.79,22.44,3877,0.866
2021-02-23,Louisiana,4108,17480,907334,1127670,596165,6.65,19.52,309174,12.82,24.26,3760,0.805
2021-02-24,Louisiana,13460,18460,920794,1247910,601456,6.82,19.81,317284,12.94,26.84,3971,0.738
2021-02-25,Louisiana,22625,21130,943419,1264780,610568,7.11,20.29,330738,13.13,27.21,4545,0.746
2021-02-26,Louisiana,34815,16953,978234,1281480,627019,7.51,21.04,348969,13.49,27.57,3647,0.763
2021-02-27,Louisiana,41147,20243,1019381,1331680,649708,7.89,21.93,366968,13.98,28.65,4354,0.765
2021-02-28,Louisiana,37594,23208,1056975,1331680,673772,8.18,22.74,380420,14.49,28.65,4992,0.794
2021-03-01,Louisiana,19601,24764,1076576,1331680,688286,8.29,23.16,385486,14.81,28.65,5327,0.808
2021-03-02,Louisiana,7923,25309,1084499,1479200,694173,8.34,23.33,387514,14.93,31.82,5444,0.733
2021-03-03,Louisiana,23127,26690,1107626,1482470,709457,8.5,23.83,395300,15.26,31.89,5741,0.747
2021-03-04,Louisiana,31445,27950,1139071,1515740,728267,8.77,24.5,407880,15.67,32.61,6012,0.751
2021-03-05,Louisiana,40067,28701,1179138,1576670,751564,9.13,25.36,424563,16.17,33.92,6174,0.748
2021-03-06,Louisiana,777,22933,1179915,1640860,751853,9.14,25.38,425050,16.17,35.3,4933,0.719
2021-03-07,Louisiana,1030,17710,1180945,1640860,752140,9.16,25.4,425793,16.18,35.3,3810,0.72
2021-01-12,Maine,NA,NA,54945,132975,38045,0.34,4.09,4518,2.83,9.89,NA,0.413
2021-01-13,Maine,2303,2303,57248,136875,39157,0.39,4.26,5182,2.91,10.18,1713,0.418
2021-01-14,Maine,3881,3092,61129,136875,51631,NA,4.55,NA,3.84,10.18,2300,0.447
2021-01-15,Maine,0,2061,61129,136875,51631,0.62,4.55,8274,3.84,10.18,1533,0.447
2021-01-16,Maine,3212.25,2349,NA,NA,NA,NA,NA,NA,NA,NA,1747,NA
2021-01-17,Maine,3212.25,2522,NA,NA,NA,NA,NA,NA,NA,NA,1876,NA
2021-01-18,Maine,3212.25,2637,NA,NA,NA,NA,NA,NA,NA,NA,1962,NA
2021-01-19,Maine,3212.25,2719,73978,136875,62716,0.74,5.5,10018,4.67,10.18,2023,0.54
2021-01-20,Maine,2189,2703,76167,155800,64260,0.79,5.67,10661,4.78,11.59,2011,0.489
2021-01-21,Maine,4335,2768,80502,165175,67133,0.9,5.99,12071,4.99,12.29,2059,0.487
2021-01-22,Maine,5893,3609,86395,176400,70193,1.11,6.43,14893,5.22,13.12,2685,0.49
2021-01-23,Maine,6608,4095,93003,178450,74110,1.31,6.92,17562,5.51,13.28,3046,0.521
2021-01-24,Maine,6812,4609,99815,178450,79310,1.42,7.43,19151,5.9,13.28,3429,0.559
2021-01-25,Maine,4254,4758,104069,178450,82837,1.48,7.74,19873,6.16,13.28,3540,0.583
2021-01-26,Maine,855,4421,104924,195925,83464,1.5,7.81,20096,6.21,14.58,3289,0.536
2021-01-27,Maine,4259,4717,109183,204325,86103,1.62,8.12,21707,6.4,15.2,3509,0.534
2021-01-28,Maine,6008,4956,115191,208225,88878,1.85,8.57,24925,6.61,15.49,3687,0.553
2021-01-29,Maine,8016,5259,123207,211150,93513,2.1,9.17,28255,6.96,15.71,3912,0.584
2021-01-30,Maine,8860,5581,132067,212125,99468,2.31,9.83,31055,7.4,15.78,4152,0.623
2021-01-31,Maine,8286,5791,140353,212125,105665,2.46,10.44,33121,7.86,15.78,4308,0.662
2021-02-01,Maine,5433,5960,145786,212125,109917,2.55,10.84,34299,8.18,15.78,4434,0.687
2021-02-02,Maine,0,5837,145786,221875,109917,2.55,10.84,34299,8.18,16.51,4342,0.657
2021-02-03,Maine,0,5229,145786,226275,109917,2.55,10.84,34299,8.18,16.83,3890,0.644
2021-02-04,Maine,7653,5464,153439,254550,114962,2.74,11.42,36870,8.55,18.94,4065,0.603
2021-02-05,Maine,5797,5147,159236,254550,119024,2.87,11.85,38542,8.86,18.94,3829,0.626
2021-02-06,Maine,9390,5223,168626,254550,126127,3.04,12.54,40806,9.38,18.94,3886,0.662
2021-02-07,Maine,9823,5442,178449,254550,132273,3.31,13.28,44447,9.84,18.94,4048,0.701
2021-02-08,Maine,0,4666,178449,254550,132273,3.31,13.28,44447,9.84,18.94,3471,0.701
2021-02-09,Maine,9063,5961,187512,276600,138005,3.55,13.95,47770,10.27,20.58,4435,0.678
2021-02-10,Maine,5734,6780,193246,285800,141778,3.7,14.38,49721,10.55,21.26,5044,0.676
2021-02-11,Maine,0,5687,193246,299375,141778,3.7,14.38,49721,10.55,22.27,4231,0.645
2021-02-12,Maine,0,4859,193246,299375,141778,3.7,14.38,49721,10.55,22.27,3615,0.645
2021-02-13,Maine,0,3517,193246,299375,141778,3.7,14.38,49721,10.55,22.27,2616,0.645
2021-02-14,Maine,0,2114,193246,299375,141778,3.7,14.38,49721,10.55,22.27,1573,0.645
2021-02-15,Maine,22445.5,5320,NA,NA,NA,NA,NA,NA,NA,NA,3958,NA
2021-02-16,Maine,22445.5,7232,238137,317850,171975,4.78,17.72,64236,12.79,23.65,5380,0.749
2021-02-17,Maine,4308,7028,242445,321850,174543,4.9,18.04,65928,12.98,23.94,5228,0.753
2021-02-18,Maine,0,7028,242445,321850,174543,4.9,18.04,65928,12.98,23.94,5228,0.753
2021-02-19,Maine,25717,10702,268162,335375,190220,5.64,19.95,75845,14.15,24.95,7962,0.8
2021-02-20,Maine,160,10725,268322,335375,190336,5.65,19.96,75889,14.16,24.95,7979,0.8
2021-02-21,Maine,371,10778,268693,335375,190495,5.66,19.99,76101,14.17,24.95,8018,0.801
2021-02-22,Maine,28423,11632,297116,335375,204495,6.73,22.1,90423,15.21,24.95,8653,0.886
2021-02-23,Maine,2311,8756,299427,355310,205886,6.8,22.28,91339,15.32,26.43,6514,0.843
2021-02-24,Maine,5935,8988,305362,387360,208682,7.03,22.72,94466,15.52,28.82,6686,0.788
2021-02-25,Maine,35,8993,305397,398190,208714,7.03,22.72,94469,15.53,29.62,6690,0.767
2021-02-26,Maine,80,5331,305477,411790,208767,7.03,22.72,94495,15.53,30.63,3966,0.742
2021-02-27,Maine,26881,9148,332358,416090,223922,7.9,24.72,106125,16.66,30.95,6805,0.799
2021-02-28,Maine,641,9187,332999,416090,224342,7.91,24.77,106345,16.69,30.95,6834,0.8
2021-03-01,Maine,1010,5270,334009,416090,225253,7.92,24.85,106444,16.76,30.95,3921,0.803
2021-03-02,Maine,316,4985,334325,451450,225566,7.92,24.87,106447,16.78,33.58,3708,0.741
2021-03-03,Maine,124,4155,334449,465150,225674,7.92,24.88,106463,16.79,34.6,3091,0.719
2021-03-04,Maine,79,4162,334528,487680,225751,7.92,24.89,106465,16.79,36.28,3096,0.686
2021-03-05,Maine,47589,10949,382117,503580,254027,9.34,28.43,125573,18.9,37.46,8145,0.759
2021-03-06,Maine,16392,9450,398509,503580,263652,9.84,29.65,132299,19.61,37.46,7030,0.791
2021-03-07,Maine,1025,9505,399534,503580,264388,9.86,29.72,132588,19.67,37.46,7071,0.793
2021-01-12,Marshall Islands,NA,NA,639,13600,623,0,1.09,1,1.07,23.28,NA,0.047
2021-01-13,Marshall Islands,10,10,649,13600,633,0,1.11,1,1.08,23.28,171,0.048
2021-01-14,Marshall Islands,0,5,649,13600,623,NA,1.11,NA,1.07,23.28,86,0.048
2021-01-15,Marshall Islands,9,6,658,13600,632,0,1.13,2,1.08,23.28,103,0.048
2021-01-16,Marshall Islands,156,44,NA,NA,NA,NA,NA,NA,NA,NA,753,NA
2021-01-17,Marshall Islands,156,66,NA,NA,NA,NA,NA,NA,NA,NA,1130,NA
2021-01-18,Marshall Islands,156,81,NA,NA,NA,NA,NA,NA,NA,NA,1387,NA
2021-01-19,Marshall Islands,156,92,1282,13600,1250,0,2.2,2,2.14,23.28,1575,0.094
2021-01-20,Marshall Islands,232,124,1514,13600,1482,0,2.59,2,2.54,23.28,2123,0.111
2021-01-21,Marshall Islands,477,192,1991,13600,1959,0,3.41,2,3.35,23.28,3287,0.146
2021-01-22,Marshall Islands,447,254,2438,13600,2406,0,4.17,2,4.12,23.28,4348,0.179
2021-01-23,Marshall Islands,435,294,2873,13600,2840,0,4.92,3,4.86,23.28,5033,0.211
